feature	mapped_value
('584', '1124')	1417
('579', '1124')	1418
('586', '1200')	1419
('564', '1995')	1420
('616', '1890')	1421
('617', '1209')	1422
('209', '1996')	1423
('626', '1997')	1424
('588', '1253')	1425
('582', '1131')	1426
('627', '688')	1427
('616', '1998')	1428
('222', '1999')	1429
('564', '1948')	1430
('205', '1947')	1431
('70', '1900')	1432
('72', '2000')	1433
('205', '2001')	1434
('629', '1135')	1435
('564', '2002')	1436
('5', '2003')	1437
('583', '2004')	1438
('564', '1944')	1439
('574', '1260')	1440
('564', '1941')	1441
('630', '1182')	1442
('564', '1940')	1443
('574', '1242')	1444
('564', '1939')	1445
('631', '1988')	1446
('632', '1196')	1447
('633', '1196')	1448
('14', '2005')	1449
('634', '1997')	1450
('205', '2006')	1451
('205', '1938')	1452
('635', '1991')	1453
('564', '2007')	1454
('636', '1133')	1455
('570', '1145')	1456
('4', '2008')	1457
('637', '1996')	1458
('216', '1926')	1459
('205', '1942')	1460
('5', '2009')	1461
('564', '2006')	1462
('638', '1193')	1463
('205', '2007')	1464
('8', '696')	1465
('205', '2002')	1466
('564', '2001')	1467
('574', '1156')	1468
('597', '1158')	1469
('564', '1923')	1470
('205', '1930')	1471
('14', '2008')	1472
('570', '1232')	1473
('639', '1198')	1474
('204', '1998')	1475
('560', '1206')	1476
('572', '1159')	1477
('4', '1915')	1478
('561', '1998')	1479
('563', '1170')	1480
('205', '1920')	1481
('204', '1890')	1482
('564', '1927')	1483
('205', '1995')	1484
('564', '1924')	1485
('563', '1160')	1486
('588', '1136')	1487
('564', '1916')	1488
('5', '2011')	1489
('566', '1191')	1490
('640', '1137')	1491
('641', '637')	1492
('205', '1908')	1493
('638', '1213')	1494
('642', '1175')	1495
('571', '1160')	1496
('567', '1184')	1497
('617', '1137')	1498
('205', '1911')	1499
('16', '2012')	1500
('643', '1228')	1501
('580', '1148')	1502
('204', '1903')	1503
('570', '1200')	1504
('564', '1990')	1505
('560', '1197')	1506
('644', '1133')	1507
('205', '1989')	1508
('205', '1994')	1509
('574', '1197')	1510
('205', '1993')	1511
('205', '1899')	1512
('205', '1901')	1513
('574', '1248')	1514
('623', '1999')	1515
('564', '1894')	1516
('205', '1983')	1517
('49', '2014')	1518
('588', '1122')	1519
('205', '1986')	1520
('586', '1236')	1521
('563', '1214')	1522
('564', '1982')	1523
('272', '2016')	1524
('572', '1155')	1525
('216', '1998')	1526
('222', '1991')	1527
('564', '1985')	1528
('639', '1148')	1529
('564', '1950')	1530
('645', '1175')	1531
('588', '1140')	1532
('564', '1981')	1533
('574', '1192')	1534
('564', '1888')	1535
('564', '1978')	1536
('564', '1984')	1537
('567', '1119')	1538
('216', '1890')	1539
('564', '1980')	1540
('560', '1242')	1541
('604', '1148')	1542
('646', '1991')	1543
('567', '1241')	1544
('564', '1976')	1545
('564', '1973')	1546
('647', '1149')	1547
('588', '1227')	1548
('205', '1971')	1549
('648', '1165')	1550
('571', '1214')	1551
('4', '2005')	1552
('567', '1136')	1553
('582', '1211')	1554
('205', '1972')	1555
('570', '1236')	1556
('564', '1967')	1557
('216', '1903')	1558
('582', '1231')	1559
('574', '1206')	1560
('58', '147')	1561
('649', '1958')	1562
('205', '1970')	1563
('560', '1156')	1564
('205', '1965')	1565
('588', '1184')	1566
('571', '1247')	1567
('651', '1133')	1568
('582', '1207')	1569
('653', '24')	1570
('624', '2004')	1571
('571', '1126')	1572
('70', '2000')	1573
('138', '1393')	1574
('15', '2019')	1575
('9', '2021')	1576
('4', '2022')	1577
('92', '268')	1578
('53', '2023')	1579
('55', '164')	1580
('45', '2026')	1581
('136', '1461')	1582
('34', '268')	1583
('115', '2029')	1584
('9', '2030')	1585
('8', '2033')	1586
('14', '2034')	1587
('42', '2037')	1588
('15', '2030')	1589
('15', '2021')	1590
('13', '264')	1591
('17', '2040')	1592
('15', '2044')	1593
('18', '2046')	1594
('95', '2029')	1595
('32', '2049')	1596
('14', '2022')	1597
('9', '2044')	1598
('36', '2046')	1599
('4', '348')	1600
('136', '2033')	1601
('29', '2026')	1602
('136', '2055')	1603
('14', '348')	1604
('14', '2056')	1605
('2', '268')	1606
('5', '2057')	1607
('15', '2058')	1608
('46', '2026')	1609
('136', '141')	1610
('4', '2034')	1611
('9', '2058')	1612
('138', '141')	1613
('4', '2061')	1614
('4', '2062')	1615
('16', '264')	1616
('138', '2033')	1617
('138', '2055')	1618
('22', '2049')	1619
('14', '2062')	1620
('432', '2065')	1621
('14', '2061')	1622
('11', '2026')	1623
('9', '2066')	1624
('431', '2065')	1625
('62', '268')	1626
('5', '2067')	1627
('15', '2066')	1628
('5', '2069')	1629
('56', '164')	1630
('35', '2040')	1631
('432', '2071')	1632
('138', '1461')	1633
('4', '2056')	1634
('67', '2023')	1635
('9', '2019')	1636
('431', '2071')	1637
('136', '1393')	1638
('9', '2210')	1639
('33', '2286')	1640
('8', '1311')	1641
('15', '2495')	1642
('170', '2496')	1643
('32', '2498')	1644
('32', '2502')	1645
('32', '2503')	1646
('95', '2504')	1647
('4', '2505')	1648
('31', '2506')	1649
('5', '2507')	1650
('5', '2508')	1651
('5', '1095')	1652
('8', '2509')	1653
('5', '1090')	1654
('5', '2514')	1655
('0', '941')	1656
('431', '2516')	1657
('16', '83')	1658
('46', '2519')	1659
('6', '2512')	1660
('15', '2524')	1661
('431', '2525')	1662
('8', '2526')	1663
('11', '2530')	1664
('17', '2531')	1665
('15', '2532')	1666
('4', '2533')	1667
('15', '2534')	1668
('4', '2535')	1669
('19', '100')	1670
('15', '2538')	1671
('20', '100')	1672
('5', '2539')	1673
('4', '2540')	1674
('11', '2519')	1675
('14', '2579')	1676
('8', '2589')	1677
('8', '1786')	1678
('4', '2598')	1679
('14', '2599')	1680
('4', '2599')	1681
('42', '2602')	1682
('5', '2603')	1683
('9', '2607')	1684
('5', '2609')	1685
('5', '2614')	1686
('14', '2598')	1687
('9', '2615')	1688
('4', '2579')	1689
('5', '2617')	1690
('5', '2620')	1691
('5', '2621')	1692
('8', '2622')	1693
('5', '2626')	1694
('5', '2627')	1695
('7', '2632')	1696
('9', '2532')	1697
('14', '2636')	1698
('5', '2640')	1699
('19', '517')	1700
('8', '2623')	1701
('20', '517')	1702
('37', '2632')	1703
('4', '2636')	1704
('8', '2649')	1705
('7', '517')	1706
('4', '2656')	1707
('72', '178')	1708
('19', '2632')	1709
('5', '2662')	1710
('20', '2632')	1711
('70', '178')	1712
('14', '2656')	1713
('37', '517')	1714
('14', '2665')	1715
('231', '2667')	1716
('69', '2668')	1717
('231', '2669')	1718
('65', '2668')	1719
('4', '2671')	1720
('4', '2672')	1721
('745', '1377')	1722
('14', '2673')	1723
('4', '2674')	1724
('745', '2675')	1725
('59', '2668')	1726
('745', '2676')	1727
('5', '2677')	1728
('39', '2679')	1729
('746', '2676')	1730
('5', '2680')	1731
('14', '2681')	1732
('4', '2682')	1733
('4', '2683')	1734
('746', '2675')	1735
('14', '2684')	1736
('14', '2685')	1737
('14', '2683')	1738
('14', '2686')	1739
('4', '802')	1740
('14', '2687')	1741
('4', '2688')	1742
('27', '2689')	1743
('8', '2690')	1744
('746', '2692')	1745
('8', '2693')	1746
('5', '2694')	1747
('4', '2695')	1748
('4', '2696')	1749
('4', '2697')	1750
('14', '2697')	1751
('14', '2696')	1752
('4', '2698')	1753
('745', '2692')	1754
('240', '2669')	1755
('240', '2667')	1756
('19', '2699')	1757
('54', '2668')	1758
('4', '2681')	1759
('4', '2665')	1760
('746', '2701')	1761
('40', '2702')	1762
('14', '2703')	1763
('14', '2688')	1764
('4', '2685')	1765
('4', '2673')	1766
('14', '2674')	1767
('8', '2704')	1768
('14', '2698')	1769
('745', '2701')	1770
('14', '2682')	1771
('25', '2705')	1772
('12', '2679')	1773
('14', '2695')	1774
('7', '2699')	1775
('746', '1377')	1776
('38', '2702')	1777
('47', '2705')	1778
('4', '2687')	1779
('14', '2672')	1780
('4', '2703')	1781
('4', '2686')	1782
('14', '2671')	1783
('50', '2689')	1784
('4', '2684')	1785
('14', '2709')	1786
('747', '1196')	1787
('206', '1824')	1788
('14', '2712')	1789
('31', '2713')	1790
('206', '371')	1791
('14', '2716')	1792
('14', '2717')	1793
('4', '2717')	1794
('33', '1824')	1795
('4', '2721')	1796
('8', '157')	1797
('4', '2712')	1798
('748', '1196')	1799
('26', '2713')	1800
('14', '2721')	1801
('4', '2716')	1802
('8', '2730')	1803
('4', '2709')	1804
('33', '2737')	1805
('44', '2738')	1806
('14', '2739')	1807
('8', '2740')	1808
('6', '2738')	1809
('206', '2737')	1810
('14', '2745')	1811
('4', '2746')	1812
('4', '633')	1813
('14', '2746')	1814
('14', '2747')	1815
('4', '2739')	1816
('4', '2745')	1817
('5', '2748')	1818
('4', '2747')	1819
('33', '2749')	1820
('206', '2749')	1821
('14', '633')	1822
('56', '1285')	1823
('4', '2751')	1824
('15', '2752')	1825
('14', '2755')	1826
('235', '2760')	1827
('15', '494')	1828
('4', '2765')	1829
('337', '470')	1830
('4', '2766')	1831
('14', '2769')	1832
('235', '993')	1833
('92', '147')	1834
('4', '2755')	1835
('5', '2772')	1836
('31', '2774')	1837
('14', '2775')	1838
('4', '2777')	1839
('9', '791')	1840
('345', '1499')	1841
('193', '499')	1842
('14', '2766')	1843
('2', '147')	1844
('14', '2792')	1845
('6', '2793')	1846
('14', '2795')	1847
('14', '2797')	1848
('15', '2799')	1849
('14', '2800')	1850
('14', '2751')	1851
('337', '2786')	1852
('14', '2802')	1853
('0', '1285')	1854
('19', '2803')	1855
('246', '2760')	1856
('337', '2756')	1857
('4', '2795')	1858
('9', '2805')	1859
('14', '2777')	1860
('9', '2752')	1861
('14', '2806')	1862
('440', '708')	1863
('246', '993')	1864
('448', '2803')	1865
('4', '2797')	1866
('447', '2803')	1867
('440', '2809')	1868
('4', '2775')	1869
('440', '2756')	1870
('4', '2792')	1871
('14', '2765')	1872
('4', '2769')	1873
('344', '1499')	1874
('440', '2753')	1875
('15', '111')	1876
('440', '2786')	1877
('4', '2806')	1878
('760', '264')	1879
('337', '2802')	1880
('337', '708')	1881
('9', '2799')	1882
('8', '2816')	1883
('4', '2808')	1884
('337', '2768')	1885
('761', '264')	1886
('337', '2804')	1887
('337', '2753')	1888
('337', '2809')	1889
('235', '1185')	1890
('5', '2817')	1891
('4', '2802')	1892
('14', '2808')	1893
('4', '2800')	1894
('7', '2803')	1895
('337', '2765')	1896
('440', '2802')	1897
('55', '1285')	1898
('5', '2820')	1899
('4', '2827')	1900
('4', '2830')	1901
('4', '2845')	1902
('766', '84')	1903
('4', '2854')	1904
('764', '2859')	1905
('5', '2863')	1906
('8', '2571')	1907
('5', '2876')	1908
('4', '2879')	1909
('4', '2883')	1910
('766', '2859')	1911
('764', '84')	1912
('15', '2546')	1913
('15', '2895')	1914
('15', '2900')	1915
('9', '2900')	1916
('9', '2909')	1917
('9', '2546')	1918
('9', '2895')	1919
('197', '2924')	1920
('192', '2924')	1921
('31', '2929')	1922
('14', '2930')	1923
('6', '2932')	1924
('26', '2933')	1925
('206', '2934')	1926
('15', '2935')	1927
('15', '2938')	1928
('4', '2940')	1929
('14', '2941')	1930
('5', '2943')	1931
('206', '2946')	1932
('5', '2947')	1933
('21', '2948')	1934
('14', '2950')	1935
('4', '2952')	1936
('16', '2544')	1937
('4', '2954')	1938
('4', '2941')	1939
('4', '2957')	1940
('14', '2958')	1941
('4', '2958')	1942
('37', '2959')	1943
('214', '2960')	1944
('8', '2961')	1945
('4', '2962')	1946
('5', '2966')	1947
('5', '2967')	1948
('14', '2962')	1949
('6', '2971')	1950
('5', '2973')	1951
('15', '2974')	1952
('14', '2940')	1953
('4', '603')	1954
('8', '2939')	1955
('14', '2976')	1956
('5', '2977')	1957
('14', '2979')	1958
('4', '2980')	1959
('21', '2984')	1960
('228', '100')	1961
('4', '2987')	1962
('783', '2960')	1963
('5', '2988')	1964
('5', '2989')	1965
('214', '2991')	1966
('176', '2948')	1967
('14', '638')	1968
('4', '2992')	1969
('14', '2995')	1970
('345', '2997')	1971
('4', '638')	1972
('4', '2999')	1973
('14', '3000')	1974
('14', '603')	1975
('1', '24')	1976
('14', '2987')	1977
('4', '3004')	1978
('14', '2980')	1979
('4', '2979')	1980
('206', '3005')	1981
('14', '3006')	1982
('4', '3011')	1983
('4', '3013')	1984
('5', '3014')	1985
('5', '3015')	1986
('92', '3016')	1987
('15', '3017')	1988
('20', '2959')	1989
('19', '2959')	1990
('32', '3020')	1991
('3', '24')	1992
('2', '3016')	1993
('33', '2934')	1994
('14', '2845')	1995
('1', '100')	1996
('17', '3023')	1997
('15', '3024')	1998
('14', '2954')	1999
('44', '2971')	2000
('8', '1096')	2001
('15', '3026')	2002
('11', '3027')	2003
('26', '2929')	2004
('33', '3028')	2005
('1', '2996')	2006
('176', '2984')	2007
('14', '2952')	2008
('783', '2991')	2009
('14', '3013')	2010
('14', '2957')	2011
('206', '3028')	2012
('14', '3029')	2013
('14', '3030')	2014
('4', '3006')	2015
('14', '2999')	2016
('4', '2950')	2017
('14', '3011')	2018
('14', '3034')	2019
('4', '3035')	2020
('15', '2966')	2021
('14', '2992')	2022
('33', '2946')	2023
('4', '3000')	2024
('14', '3036')	2025
('4', '2930')	2026
('14', '3038')	2027
('3', '2996')	2028
('95', '3039')	2029
('344', '2997')	2030
('4', '3036')	2031
('4', '3044')	2032
('4', '3045')	2033
('36', '3046')	2034
('8', '2938')	2035
('44', '2932')	2036
('31', '2933')	2037
('4', '2976')	2038
('14', '3004')	2039
('4', '3038')	2040
('33', '3005')	2041
('14', '3044')	2042
('14', '3045')	2043
('5', '3052')	2044
('8', '3053')	2045
('227', '100')	2046
('4', '2995')	2047
('7', '2959')	2048
('4', '3034')	2049
('3', '100')	2050
('4', '3030')	2051
('4', '3029')	2052
('14', '3035')	2053
('133', '83')	2054
('5', '3055')	2055
('9', '2538')	2056
('33', '1411')	2057
('9', '2495')	2058
('787', '193')	2059
('9', '2524')	2060
('206', '192')	2061
('136', '3066')	2062
('142', '164')	2063
('788', '176')	2064
('141', '164')	2065
('6', '164')	2066
('22', '2503')	2067
('148', '83')	2068
('178', '2496')	2069
('33', '3069')	2070
('138', '864')	2071
('115', '2504')	2072
('206', '3071')	2073
('22', '2502')	2074
('45', '2530')	2075
('136', '864')	2076
('206', '181')	2077
('29', '2519')	2078
('22', '2498')	2079
('33', '3071')	2080
('13', '83')	2081
('432', '2516')	2082
('154', '164')	2083
('206', '1411')	2084
('138', '3066')	2085
('206', '145')	2086
('206', '3069')	2087
('8', '3073')	2088
('432', '2525')	2089
('45', '2519')	2090
('35', '2531')	2091
('9', '2534')	2092
('9', '813')	2093
('152', '83')	2094
('31', '185')	2095
('149', '83')	2096
('153', '164')	2097
('206', '3134')	2098
('8', '3138')	2099
('5', '3143')	2100
('5', '3149')	2101
('4', '3151')	2102
('55', '182')	2103
('19', '3153')	2104
('5', '3154')	2105
('5', '145')	2106
('5', '3158')	2107
('206', '3164')	2108
('33', '3134')	2109
('5', '1299')	2110
('44', '1338')	2111
('48', '3173')	2112
('56', '1338')	2113
('14', '3151')	2114
('31', '3197')	2115
('6', '1338')	2116
('5', '3201')	2117
('251', '3173')	2118
('5', '3207')	2119
('8', '3209')	2120
('55', '1338')	2121
('5', '3212')	2122
('8', '3216')	2123
('33', '3164')	2124
('4', '3219')	2125
('5', '532')	2126
('14', '3219')	2127
('14', '3221')	2128
('5', '2561')	2129
('26', '3197')	2130
('5', '3227')	2131
('56', '182')	2132
('4', '3235')	2133
('14', '3235')	2134
('5', '415')	2135
('4', '3221')	2136
('7', '3153')	2137
('4', '3200')	2138
('5', '3242')	2139
('5', '3243')	2140
('4', '3249')	2141
('4', '3252')	2142
('5', '3257')	2143
('5', '3259')	2144
('4', '3261')	2145
('42', '3257')	2146
('8', '3265')	2147
('42', '3266')	2148
('5', '3267')	2149
('4', '3269')	2150
('5', '3266')	2151
('4', '3274')	2152
('4', '3278')	2153
('42', '3279')	2154
('4', '853')	2155
('5', '3283')	2156
('8', '139')	2157
('8', '3028')	2158
('5', '3294')	2159
('3', '517')	2160
('14', '3309')	2161
('5', '2562')	2162
('199', '499')	2163
('8', '1693')	2164
('5', '1609')	2165
('8', '3322')	2166
('5', '3327')	2167
('5', '3330')	2168
('36', '517')	2169
('1', '517')	2170
('4', '3309')	2171
('808', '3312')	2172
('5', '2549')	2173
('8', '3339')	2174
('5', '3340')	2175
('5', '845')	2176
('9', '3354')	2177
('5', '3356')	2178
('15', '3354')	2179
('5', '3138')	2180
('14', '2563')	2181
('70', '860')	2182
('4', '2563')	2183
('70', '23')	2184
('72', '860')	2185
('72', '23')	2186
('206', '3380')	2187
('43', '3382')	2188
('45', '3383')	2189
('49', '3384')	2190
('14', '3385')	2191
('49', '3387')	2192
('13', '3389')	2193
('178', '3016')	2194
('22', '3391')	2195
('16', '3389')	2196
('44', '182')	2197
('4', '3392')	2198
('5', '3393')	2199
('14', '2540')	2200
('9', '3396')	2201
('5', '3397')	2202
('17', '3399')	2203
('15', '3396')	2204
('9', '3402')	2205
('8', '3403')	2206
('15', '3402')	2207
('6', '3405')	2208
('34', '2544')	2209
('31', '3406')	2210
('49', '3408')	2211
('272', '3409')	2212
('4', '3411')	2213
('251', '3412')	2214
('6', '182')	2215
('8', '1933')	2216
('92', '2544')	2217
('170', '3016')	2218
('8', '3416')	2219
('11', '3383')	2220
('14', '3392')	2221
('197', '2544')	2222
('62', '2544')	2223
('15', '3419')	2224
('5', '3419')	2225
('26', '3406')	2226
('67', '1379')	2227
('4', '3421')	2228
('2', '2544')	2229
('9', '3419')	2230
('4', '3385')	2231
('5', '3425')	2232
('8', '3426')	2233
('49', '3428')	2234
('53', '1379')	2235
('4', '3429')	2236
('206', '3431')	2237
('32', '3391')	2238
('9', '2966')	2239
('33', '3380')	2240
('48', '3412')	2241
('5', '3431')	2242
('46', '3383')	2243
('24', '955')	2244
('14', '3435')	2245
('31', '3436')	2246
('29', '3383')	2247
('14', '3429')	2248
('4', '3435')	2249
('14', '3411')	2250
('35', '3399')	2251
('192', '2544')	2252
('90', '938')	2253
('5', '3444')	2254
('5', '3447')	2255
('5', '3449')	2256
('5', '3452')	2257
('4', '3087')	2258
('95', '3454')	2259
('8', '2055')	2260
('33', '1592')	2261
('122', '1076')	2262
('170', '2')	2263
('26', '3462')	2264
('681', '3464')	2265
('72', '1095')	2266
('811', '83')	2267
('812', '3465')	2268
('813', '3465')	2269
('14', '3468')	2270
('4', '3468')	2271
('814', '3464')	2272
('731', '83')	2273
('4', '3473')	2274
('815', '2')	2275
('14', '3473')	2276
('214', '3474')	2277
('13', '3466')	2278
('5', '3475')	2279
('33', '3476')	2280
('17', '3477')	2281
('44', '2991')	2282
('816', '2')	2283
('9', '3482')	2284
('14', '3087')	2285
('70', '1095')	2286
('92', '83')	2287
('4', '3119')	2288
('15', '3482')	2289
('5', '3487')	2290
('814', '3465')	2291
('813', '3464')	2292
('5', '3123')	2293
('178', '2')	2294
('8', '3457')	2295
('128', '938')	2296
('104', '1076')	2297
('8', '3451')	2298
('115', '3454')	2299
('111', '1076')	2300
('16', '3466')	2301
('2', '83')	2302
('75', '922')	2303
('93', '922')	2304
('820', '2')	2305
('812', '3464')	2306
('214', '3495')	2307
('681', '3465')	2308
('33', '3497')	2309
('44', '941')	2310
('26', '3498')	2311
('78', '1076')	2312
('35', '3477')	2313
('14', '3119')	2314
('821', '2')	2315
('66', '3684')	2316
('9', '3563')	2317
('235', '3687')	2318
('14', '3705')	2319
('14', '3718')	2320
('9', '3741')	2321
('871', '84')	2322
('806', '3743')	2323
('453', '3687')	2324
('235', '3689')	2325
('192', '3761')	2326
('5', '3779')	2327
('225', '3743')	2328
('5', '3677')	2329
('14', '3758')	2330
('4', '3799')	2331
('4', '3806')	2332
('5', '3819')	2333
('29', '3810')	2334
('35', '3821')	2335
('115', '3812')	2336
('432', '3836')	2337
('4', '3838')	2338
('15', '3839')	2339
('5', '3840')	2340
('192', '2')	2341
('5', '3843')	2342
('9', '3839')	2343
('432', '3850')	2344
('15', '3851')	2345
('197', '353')	2346
('22', '3853')	2347
('33', '3855')	2348
('9', '3851')	2349
('45', '3810')	2350
('5', '3859')	2351
('8', '3864')	2352
('5', '3866')	2353
('8', '3873')	2354
('9', '3868')	2355
('5', '3877')	2356
('9', '3865')	2357
('4', '3884')	2358
('8', '3820')	2359
('13', '3770')	2360
('192', '353')	2361
('9', '3820')	2362
('6', '2023')	2363
('53', '3915')	2364
('14', '3916')	2365
('55', '806')	2366
('4', '3127')	2367
('4', '3917')	2368
('67', '3915')	2369
('14', '3127')	2370
('4', '3916')	2371
('56', '806')	2372
('5', '3925')	2373
('14', '3917')	2374
('31', '3928')	2375
('153', '1076')	2376
('15', '3963')	2377
('46', '3975')	2378
('5', '3976')	2379
('5', '3978')	2380
('5', '3983')	2381
('15', '3985')	2382
('112', '941')	2383
('15', '345')	2384
('141', '1076')	2385
('11', '3975')	2386
('93', '1090')	2387
('347', '938')	2388
('5', '3988')	2389
('142', '1076')	2390
('14', '3269')	2391
('75', '3992')	2392
('15', '2575')	2393
('32', '3995')	2394
('15', '3997')	2395
('154', '1076')	2396
('31', '3498')	2397
('6', '941')	2398
('15', '4001')	2399
('95', '4006')	2400
('195', '4008')	2401
('15', '4010')	2402
('17', '4011')	2403
('4', '4013')	2404
('15', '4015')	2405
('206', '3476')	2406
('102', '941')	2407
('14', '4013')	2408
('352', '938')	2409
('16', '919')	2410
('15', '4019')	2411
('15', '4021')	2412
('93', '3992')	2413
('15', '4022')	2414
('15', '4023')	2415
('9', '320')	2416
('9', '322')	2417
('14', '4026')	2418
('192', '323')	2419
('4', '4028')	2420
('9', '326')	2421
('35', '327')	2422
('55', '4032')	2423
('8', '321')	2424
('9', '321')	2425
('45', '333')	2426
('18', '324')	2427
('9', '334')	2428
('198', '331')	2429
('4', '4036')	2430
('67', '4032')	2431
('9', '339')	2432
('17', '4038')	2433
('53', '4037')	2434
('4', '4039')	2435
('64', '340')	2436
('9', '343')	2437
('28', '344')	2438
('9', '337')	2439
('9', '338')	2440
('15', '326')	2441
('53', '4032')	2442
('16', '4041')	2443
('29', '333')	2444
('28', '346')	2445
('67', '4037')	2446
('14', '4045')	2447
('4', '4045')	2448
('9', '336')	2449
('9', '345')	2450
('13', '344')	2451
('58', '344')	2452
('18', '349')	2453
('64', '344')	2454
('18', '100')	2455
('9', '341')	2456
('115', '351')	2457
('14', '4036')	2458
('14', '4039')	2459
('8', '4048')	2460
('14', '4028')	2461
('9', '352')	2462
('4', '4026')	2463
('9', '347')	2464
('22', '354')	2465
('5', '326')	2466
('56', '4032')	2467
('201', '329')	2468
('62', '793')	2469
('5', '557')	2470
('28', '4055')	2471
('9', '4056')	2472
('176', '4058')	2473
('14', '4059')	2474
('4', '4062')	2475
('29', '4064')	2476
('95', '4068')	2477
('92', '793')	2478
('5', '4073')	2479
('21', '4055')	2480
('15', '4056')	2481
('64', '4058')	2482
('17', '4077')	2483
('9', '848')	2484
('45', '4064')	2485
('46', '4064')	2486
('14', '4062')	2487
('9', '4088')	2488
('64', '4055')	2489
('32', '4091')	2490
('34', '4092')	2491
('4', '4059')	2492
('15', '4088')	2493
('176', '4055')	2494
('5', '4102')	2495
('115', '4068')	2496
('2', '4092')	2497
('4', '4104')	2498
('21', '4058')	2499
('15', '4108')	2500
('28', '4058')	2501
('14', '4104')	2502
('9', '4108')	2503
('13', '4114')	2504
('16', '4114')	2505
('22', '4091')	2506
('35', '4077')	2507
('11', '4064')	2508
('28', '4124')	2509
('26', '4126')	2510
('136', '1333')	2511
('16', '1337')	2512
('13', '1337')	2513
('115', '4127')	2514
('15', '4128')	2515
('95', '4127')	2516
('9', '4133')	2517
('17', '4134')	2518
('206', '845')	2519
('34', '1087')	2520
('9', '4139')	2521
('44', '1353')	2522
('15', '4142')	2523
('138', '1333')	2524
('78', '1379')	2525
('15', '1311')	2526
('33', '845')	2527
('33', '4135')	2528
('35', '4134')	2529
('62', '1087')	2530
('15', '4133')	2531
('9', '4128')	2532
('9', '4142')	2533
('15', '4139')	2534
('9', '1311')	2535
('122', '1379')	2536
('21', '4124')	2537
('8', '4156')	2538
('5', '2946')	2539
('14', '4169')	2540
('14', '4171')	2541
('55', '2932')	2542
('4', '4177')	2543
('14', '4178')	2544
('154', '4180')	2545
('149', '264')	2546
('14', '4181')	2547
('5', '3098')	2548
('5', '3102')	2549
('14', '4177')	2550
('4', '4171')	2551
('4', '4181')	2552
('4', '4192')	2553
('4', '4178')	2554
('42', '3112')	2555
('14', '4192')	2556
('4', '4169')	2557
('8', '3524')	2558
('55', '941')	2559
('56', '941')	2560
('67', '941')	2561
('5', '4212')	2562
('4', '4215')	2563
('4', '4217')	2564
('53', '941')	2565
('142', '4180')	2566
('8', '2708')	2567
('56', '2932')	2568
('141', '4180')	2569
('14', '4215')	2570
('133', '264')	2571
('153', '4180')	2572
('14', '4217')	2573
('5', '4227')	2574
('8', '4230')	2575
('5', '4231')	2576
('5', '4232')	2577
('5', '4233')	2578
('8', '4234')	2579
('5', '4241')	2580
('70', '1512')	2581
('14', '4252')	2582
('5', '4254')	2583
('94', '1555')	2584
('5', '4261')	2585
('14', '4262')	2586
('8', '4265')	2587
('72', '1512')	2588
('89', '1555')	2589
('5', '4272')	2590
('99', '1555')	2591
('206', '4273')	2592
('5', '3955')	2593
('4', '4252')	2594
('4', '4262')	2595
('70', '1461')	2596
('8', '4296')	2597
('72', '1461')	2598
('14', '4298')	2599
('33', '4273')	2600
('4', '4304')	2601
('4', '4298')	2602
('14', '4304')	2603
('5', '4308')	2604
('5', '4311')	2605
('127', '1555')	2606
('223', '4313')	2607
('225', '4313')	2608
('5', '4315')	2609
('26', '4316')	2610
('273', '2786')	2611
('33', '4317')	2612
('33', '4318')	2613
('273', '2809')	2614
('275', '2786')	2615
('8', '4323')	2616
('5', '3535')	2617
('5', '4324')	2618
('275', '2802')	2619
('5', '2572')	2620
('44', '4326')	2621
('33', '4327')	2622
('8', '2507')	2623
('106', '4328')	2624
('273', '2802')	2625
('8', '3521')	2626
('275', '470')	2627
('275', '2809')	2628
('273', '470')	2629
('33', '4330')	2630
('8', '4332')	2631
('8', '4334')	2632
('5', '4338')	2633
('11', '4376')	2634
('4', '4380')	2635
('141', '1674')	2636
('4', '4381')	2637
('946', '4382')	2638
('14', '4385')	2639
('35', '4386')	2640
('9', '4388')	2641
('111', '4389')	2642
('154', '182')	2643
('8', '3516')	2644
('33', '1329')	2645
('14', '4394')	2646
('4', '4385')	2647
('4', '4397')	2648
('0', '4389')	2649
('9', '4402')	2650
('4', '4394')	2651
('44', '4389')	2652
('142', '4405')	2653
('44', '1379')	2654
('78', '4405')	2655
('192', '147')	2656
('104', '1379')	2657
('14', '4381')	2658
('4', '4409')	2659
('26', '1357')	2660
('947', '4382')	2661
('154', '4405')	2662
('0', '1674')	2663
('4', '4415')	2664
('111', '1674')	2665
('14', '4415')	2666
('142', '182')	2667
('4', '4421')	2668
('4', '4422')	2669
('9', '4023')	2670
('197', '147')	2671
('14', '4409')	2672
('15', '4388')	2673
('153', '1674')	2674
('33', '4426')	2675
('4', '4428')	2676
('33', '4429')	2677
('46', '4376')	2678
('111', '1379')	2679
('14', '4397')	2680
('14', '4428')	2681
('29', '4376')	2682
('197', '83')	2683
('102', '1379')	2684
('13', '4383')	2685
('31', '4435')	2686
('11', '4436')	2687
('104', '1674')	2688
('15', '4402')	2689
('14', '4437')	2690
('33', '4438')	2691
('26', '4439')	2692
('48', '1336')	2693
('122', '4405')	2694
('14', '4422')	2695
('14', '4380')	2696
('14', '4421')	2697
('6', '4405')	2698
('45', '4376')	2699
('33', '1381')	2700
('31', '4441')	2701
('17', '4386')	2702
('8', '3532')	2703
